PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
977,2004-05,0,1610612747,LAL,26.0,66,66,2689,573,1324,0.433,131,387,0.339,542,664,0.816,95,297,392,398,86,53,270,174,1819,Kobe Bryant
977,2005-06,0,1610612747,LAL,27.0,80,80,3277,978,2173,0.45,180,518,0.347,696,819,0.85,71,354,425,360,147,30,250,233,2832,Kobe Bryant
977,2006-07,0,1610612747,LAL,28.0,77,77,3140,813,1757,0.463,137,398,0.344,667,768,0.868,75,364,439,413,111,36,255,205,2430,Kobe Bryant
977,2007-08,0,1610612747,LAL,29.0,82,82,3192,775,1690,0.459,150,415,0.361,623,742,0.84,94,423,517,441,151,40,257,227,2323,Kobe Bryant
977,2008-09,0,1610612747,LAL,30.0,82,82,2960,800,1712,0.467,118,336,0.351,483,564,0.856,90,339,429,399,120,37,210,189,2201,Kobe Bryant
977,2009-10,0,1610612747,LAL,31.0,73,73,2835,716,1569,0.456,99,301,0.329,439,541,0.811,78,313,391,365,113,20,233,187,1970,Kobe Bryant
977,2010-11,0,1610612747,LAL,32.0,82,82,2779,740,1639,0.451,115,356,0.323,483,583,0.828,83,336,419,388,99,12,243,172,2078,Kobe Bryant
977,2011-12,0,1610612747,LAL,33.0,58,58,2232,574,1336,0.43,87,287,0.303,381,451,0.845,66,247,313,264,69,18,204,105,1616,Kobe Bryant
977,2012-13,0,1610612747,LAL,34.0,78,78,3013,738,1595,0.463,132,407,0.324,525,626,0.839,66,367,433,469,106,25,287,173,2133,Kobe Bryant
977,2013-14,0,1610612747,LAL,35.0,6,6,177,31,73,0.425,3,16,0.188,18,21,0.857,2,24,26,38,7,1,34,9,83,Kobe Bryant
977,2014-15,0,1610612747,LAL,36.0,35,35,1207,266,713,0.373,54,184,0.293,196,241,0.813,26,173,199,197,47,7,128,65,782,Kobe Bryant
977,2015-16,0,1610612747,LAL,37.0,66,66,1863,398,1113,0.358,133,467,0.285,232,281,0.826,41,206,247,184,62,13,129,115,1161,Kobe Bryant
947,1996-97,0,1610612755,PHI,22.0,76,74,3041,625,1504,0.416,155,455,0.341,382,544,0.702,115,197,312,567,157,24,337,233,1787,Allen Iverson
947,1997-98,0,1610612755,PHI,23.0,80,80,3150,649,1407,0.461,70,235,0.298,390,535,0.729,86,210,296,494,176,25,244,200,1758,Allen Iverson
947,1998-99,0,1610612755,PHI,24.0,48,48,1990,435,1056,0.412,58,199,0.291,356,474,0.751,66,170,236,223,110,7,167,98,1284,Allen Iverson
947,1999-00,0,1610612755,PHI,25.0,70,70,2853,729,1733,0.421,89,261,0.341,442,620,0.713,71,196,267,328,144,5,230,162,1989,Allen Iverson
947,2000-01,0,1610612755,PHI,26.0,71,71,2979,762,1813,0.42,98,306,0.32,585,719,0.814,50,223,273,325,178,20,237,147,2207,Allen Iverson
947,2001-02,0,1610612755,PHI,27.0,60,59,2624,665,1669,0.398,78,268,0.291,475,585,0.812,44,225,269,331,168,13,237,102,1883,Allen Iverson
947,2002-03,0,1610612755,PHI,28.0,82,82,3485,804,1940,0.414,84,303,0.277,570,736,0.774,68,276,344,454,225,13,286,149,2262,Allen Iverson
947,2003-04,0,1610612755,PHI,29.0,48,47,2041,435,1125,0.387,57,199,0.286,339,455,0.745,34,144,178,324,115,5,209,87,1266,Allen Iverson
947,2004-05,0,1610612755,PHI,30.0,75,75,3173,771,1818,0.424,104,338,0.308,656,786,0.835,51,248,299,596,180,9,344,140,2302,Allen Iverson
947,2005-06,0,1610612755,PHI,31.0,72,72,3103,815,1822,0.447,72,223,0.323,675,829,0.814,44,188,232,532,140,10,248,121,2377,Allen Iverson
947,2006-07,0,1610612755,PHI,32.0,15,15,640,151,366,0.413,12,53,0.226,154,174,0.885,7,34,41,109,33,1,66,21,468,Allen Iverson
947,2006-07,0,1610612743,DEN,32.0,50,49,2121,430,947,0.454,50,144,0.347,331,436,0.759,16,136,152,359,90,12,202,74,1241,Allen Iverson
947,2006-07,0,0,TOT,32.0,65,64,2761,581,1313,0.442,62,197,0.315,485,610,0.795,23,170,193,468,123,13,268,95,1709,Allen Iverson
947,2007-08,0,1610612743,DEN,33.0,82,82,3424,712,1556,0.458,95,275,0.345,645,797,0.809,47,196,243,586,160,12,245,109,2164,Allen Iverson
947,2008-09,0,1610612743,DEN,34.0,3,3,123,18,40,0.45,2,8,0.25,18,25,0.72,3,5,8,20,3,1,10,3,56,Allen Iverson
947,2008-09,0,1610612765,DET,34.0,54,50,1970,330,794,0.416,26,91,0.286,253,322,0.786,27,138,165,263,85,5,136,83,939,Allen Iverson
947,2008-09,0,0,TOT,34.0,57,53,2092,348,834,0.417,28,99,0.283,271,347,0.781,30,143,173,283,88,6,146,86,995,Allen Iverson
947,2009-10,0,1610612763,MEM,35.0,3,0,67,15,26,0.577,1,1,1.0,6,12,0.5,1,3,4,11,1,0,7,5,37,Allen Iverson
947,2009-10,0,1610612755,PHI,35.0,25,24,798,121,290,0.417,8,24,0.333,98,119,0.824,15,60,75,102,18,2,57,43,348,Allen Iverson
947,2009-10,0,0,TOT,35.0,28,24,864,136,316,0.43,9,25,0.36,104,131,0.794,16,63,79,113,19,2,64,48,385,Allen Iverson
1717,1998-99,0,1610612742,DAL,21.0,47,24,958,136,336,0.405,14,68,0.206,99,128,0.773,41,121,162,47,29,27,73,105,385,Dirk Nowitzki
1717,1999-00,0,1610612742,DAL,22.0,82,81,2938,515,1118,0.461,116,306,0.379,289,348,0.83,102,430,532,203,63,68,141,256,1435,Dirk Nowitzki
1717,2000-01,0,1610612742,DAL,23.0,82,82,3125,591,1247,0.474,151,390,0.387,451,538,0.838,119,635,754,173,79,101,156,245,1784,Dirk Nowitzki
1717,2001-02,0,1610612742,DAL,24.0,76,76,2891,600,1258,0.477,139,350,0.397,440,516,0.853,120,635,755,186,83,77,145,222,1779,Dirk Nowitzki
1717,2002-03,0,1610612742,DAL,25.0,80,80,3117,690,1489,0.463,148,390,0.379,483,548,0.881,81,710,791,239,111,82,152,206,2011,Dirk Nowitzki
1717,2003-04,0,1610612742,DAL,26.0,77,77,2914,605,1310,0.462,99,290,0.341,371,423,0.877,90,580,670,207,92,104,135,216,1680,Dirk Nowitzki
1717,2004-05,0,1610612742,DAL,27.0,78,78,3020,663,1445,0.459,91,228,0.399,615,708,0.869,96,661,757,240,97,119,176,219,2032,Dirk Nowitzki
1717,2005-06,0,1610612742,DAL,28.0,81,81,3089,751,1564,0.48,110,271,0.406,539,598,0.901,115,613,728,226,58,83,156,164,2151,Dirk Nowitzki
1717,2006-07,0,1610612742,DAL,29.0,78,78,2820,673,1341,0.502,72,173,0.416,498,551,0.904,122,571,693,263,52,62,167,171,1916,Dirk Nowitzki
1717,2007-08,0,1610612742,DAL,30.0,77,77,2769,630,1314,0.479,79,220,0.359,478,544,0.879,95,564,659,266,51,71,160,198,1817,Dirk Nowitzki
1717,2008-09,0,1610612742,DAL,31.0,81,81,3050,774,1616,0.479,61,170,0.359,485,545,0.89,88,593,681,197,61,63,157,176,2094,Dirk Nowitzki
1717,2009-10,0,1610612742,DAL,32.0,81,80,3039,720,1496,0.481,51,121,0.421,536,586,0.915,80,540,620,218,70,79,149,208,2027,Dirk Nowitzki
1717,2010-11,0,1610612742,DAL,33.0,73,73,2504,610,1179,0.517,66,168,0.393,395,443,0.892,50,463,513,190,38,47,137,172,1681,Dirk Nowitzki
1717,2011-12,0,1610612742,DAL,34.0,62,62,2079,473,1034,0.457,78,212,0.368,318,355,0.896,46,372,418,136,42,30,117,129,1342,Dirk Nowitzki
1717,2012-13,0,1610612742,DAL,35.0,53,47,1661,343,728,0.471,65,157,0.414,166,193,0.86,37,326,363,132,38,37,70,93,917,Dirk Nowitzki
1717,2013-14,0,1610612742,DAL,36.0,80,80,2628,633,1273,0.497,131,329,0.398,338,376,0.899,40,458,498,216,73,45,117,165,1735,Dirk Nowitzki
1717,2014-15,0,1610612742,DAL,37.0,77,77,2282,487,1062,0.459,104,274,0.38,255,289,0.882,44,413,457,143,39,33,82,160,1333,Dirk Nowitzki
1717,2015-16,0,1610612742,DAL,38.0,75,75,2364,498,1112,0.448,126,342,0.368,250,280,0.893,52,437,489,132,52,52,84,161,1372,Dirk Nowitzki
1717,2016-17,0,1610612742,DAL,39.0,54,54,1424,296,678,0.437,79,209,0.378,98,112,0.875,23,330,353,82,30,38,51,113,769,Dirk Nowitzki
1717,2017-18,0,1610612742,DAL,40.0,77,77,1900,346,758,0.456,138,337,0.409,97,108,0.898,22,416,438,120,43,45,51,146,927,Dirk Nowitzki
1717,2018-19,0,1610612742,DAL,41.0,51,20,795,135,376,0.359,64,205,0.312,39,50,0.78,5,153,158,35,9,18,18,76,373,Dirk Nowitzki
2544,2003-04,0,1610612739,CLE,19.0,79,79,3120,622,1492,0.417,63,217,0.29,347,460,0.754,99,333,432,465,130,58,273,149,1654,LeBron James
2544,2004-05,0,1610612739,CLE,20.0,80,80,3388,795,1684,0.472,108,308,0.351,477,636,0.75,111,477,588,577,177,52,262,146,2175,LeBron James
2544,2005-06,0,1610612739,CLE,21.0,79,79,3361,875,1823,0.48,127,379,0.335,601,814,0.738,75,481,556,521,123,66,260,181,2478,LeBron James
2544,2006-07,0,1610612739,CLE,22.0,78,78,3190,772,1621,0.476,99,310,0.319,489,701,0.698,83,443,526,470,125,55,250,171,2132,LeBron James
2544,2007-08,0,1610612739,CLE,23.0,75,74,3027,794,1642,0.484,113,359,0.315,549,771,0.712,133,459,592,539,138,81,255,165,2250,LeBron James
2544,2008-09,0,1610612739,CLE,24.0,81,81,3054,789,1613,0.489,132,384,0.344,594,762,0.78,106,507,613,587,137,93,241,139,2304,LeBron James
2544,2009-10,0,1610612739,CLE,25.0,76,76,2966,768,1528,0.503,129,387,0.333,593,773,0.767,71,483,554,651,125,77,261,119,2258,LeBron James
2544,2010-11,0,1610612748,MIA,26.0,79,79,3063,758,1485,0.51,92,279,0.33,503,663,0.759,80,510,590,554,124,50,284,163,2111,LeBron James
2544,2011-12,0,1610612748,MIA,27.0,62,62,2326,621,1169,0.531,54,149,0.362,387,502,0.771,94,398,492,387,115,50,213,96,1683,LeBron James
2544,2012-13,0,1610612748,MIA,28.0,76,76,2877,765,1354,0.565,103,254,0.406,403,535,0.753,97,513,610,551,129,67,226,110,2036,LeBron James
2544,2013-14,0,1610612748,MIA,29.0,77,77,2902,767,1353,0.567,116,306,0.379,439,585,0.75,81,452,533,488,121,26,270,126,2089,LeBron James
2544,2014-15,0,1610612739,CLE,30.0,69,69,2493,624,1279,0.488,120,339,0.354,375,528,0.71,51,365,416,511,109,49,272,135,1743,LeBron James
2544,2015-16,0,1610612739,CLE,31.0,76,76,2709,737,1416,0.52,87,282,0.309,359,491,0.731,111,454,565,514,104,49,249,143,1920,LeBron James
2544,2016-17,0,1610612739,CLE,32.0,74,74,2795,736,1344,0.548,124,342,0.363,358,531,0.674,97,542,639,646,92,44,303,134,1954,LeBron James
2544,2017-18,0,1610612739,CLE,33.0,82,82,3026,857,1580,0.542,149,406,0.367,388,531,0.731,97,612,709,747,116,71,347,136,2251,LeBron James
2544,2018-19,0,1610612747,LAL,34.0,55,55,1937,558,1095,0.51,111,327,0.339,278,418,0.665,57,408,465,454,72,33,197,94,1505,LeBron James
2544,2019-20,0,1610612747,LAL,35.0,67,67,2316,643,1303,0.493,148,425,0.348,264,381,0.693,66,459,525,684,78,36,261,118,1698,LeBron James
2544,2020-21,0,1610612747,LAL,36.0,45,45,1504,422,823,0.513,104,285,0.365,178,255,0.698,29,317,346,350,48,25,168,70,1126,LeBron James
2544,2021-22,0,1610612747,LAL,37.0,56,56,2084,640,1221,0.524,161,448,0.359,254,336,0.756,63,396,459,349,73,59,196,121,1695,LeBron James
2544,2022-23,0,1610612747,LAL,38.0,55,54,1954,609,1219,0.5,121,377,0.321,251,327,0.768,65,392,457,375,50,32,178,88,1590,LeBron James
2544,2023-24,0,1610612747,LAL,39.0,71,71,2504,685,1269,0.54,149,363,0.41,303,404,0.75,61,457,518,589,89,38,245,78,1822,LeBron James
2544,2024-25,0,1610612747,LAL,40.0,70,70,2444,651,1270,0.513,149,396,0.376,259,331,0.782,72,474,546,575,70,39,260,99,1710,LeBron James
2544,2025-26,0,1610612747,LAL,41.0,38,38,1267,309,622,0.497,53,175,0.303,153,204,0.75,25,191,216,270,42,22,115,52,824,LeBron James
201939,2009-10,0,1610612744,GSW,22.0,80,77,2896,528,1143,0.462,166,380,0.437,177,200,0.885,48,308,356,472,152,19,243,252,1399,Stephen Curry
201939,2010-11,0,1610612744,GSW,23.0,74,74,2489,505,1053,0.48,151,342,0.442,212,227,0.934,52,234,286,432,109,20,226,233,1373,Stephen Curry
201939,2011-12,0,1610612744,GSW,24.0,26,23,732,145,296,0.49,55,121,0.455,38,47,0.809,15,73,88,138,39,8,65,62,383,Stephen Curry
201939,2012-13,0,1610612744,GSW,25.0,78,78,2983,626,1388,0.451,272,600,0.453,262,291,0.9,59,255,314,539,126,12,240,198,1786,Stephen Curry
201939,2013-14,0,1610612744,GSW,26.0,78,78,2846,652,1383,0.471,261,615,0.424,308,348,0.885,46,288,334,666,128,14,294,194,1873,Stephen Curry
201939,2014-15,0,1610612744,GSW,27.0,80,80,2613,653,1341,0.487,286,646,0.443,308,337,0.914,56,285,341,619,163,16,249,158,1900,Stephen Curry
201939,2015-16,0,1610612744,GSW,28.0,79,79,2700,805,1598,0.504,402,886,0.454,363,400,0.908,68,362,430,527,169,15,262,161,2375,Stephen Curry
201939,2016-17,0,1610612744,GSW,29.0,79,79,2639,675,1443,0.468,324,789,0.411,325,362,0.898,61,292,353,524,142,17,239,183,1999,Stephen Curry
201939,2017-18,0,1610612744,GSW,30.0,51,51,1631,428,864,0.495,212,501,0.423,278,302,0.921,36,225,261,310,80,8,153,114,1346,Stephen Curry
201939,2018-19,0,1610612744,GSW,31.0,69,69,2331,632,1340,0.472,354,810,0.437,263,287,0.916,45,324,369,361,92,25,192,166,1881,Stephen Curry
201939,2019-20,0,1610612744,GSW,32.0,5,5,139,33,82,0.402,12,49,0.245,26,26,1.0,4,22,26,33,5,2,16,11,104,Stephen Curry
201939,2020-21,0,1610612744,GSW,33.0,63,63,2152,658,1365,0.482,337,801,0.421,362,395,0.916,29,316,345,363,77,8,213,119,2015,Stephen Curry
201939,2021-22,0,1610612744,GSW,34.0,64,64,2211,535,1224,0.437,285,750,0.38,275,298,0.923,34,301,335,404,85,23,206,130,1630,Stephen Curry
201939,2022-23,0,1610612744,GSW,35.0,56,56,1941,559,1133,0.493,273,639,0.427,257,281,0.915,39,302,341,352,52,20,179,117,1648,Stephen Curry
201939,2023-24,0,1610612744,GSW,36.0,74,74,2422,650,1445,0.45,357,876,0.408,299,324,0.923,37,293,330,379,54,28,210,117,1956,Stephen Curry
201939,2024-25,0,1610612744,GSW,37.0,70,70,2252,564,1258,0.448,311,784,0.397,279,299,0.933,40,270,310,421,80,30,200,95,1718,Stephen Curry
201939,2025-26,0,1610612744,GSW,37.0,39,39,1222,348,744,0.468,175,448,0.391,190,204,0.931,16,122,138,189,44,16,111,74,1061,Stephen Curry
201142,2007-08,0,1610612760,SEA,19.0,80,80,2768,587,1366,0.43,59,205,0.288,391,448,0.873,70,278,348,192,78,75,232,122,1624,Kevin Durant
201142,2008-09,0,1610612760,OKC,20.0,74,74,2885,661,1390,0.476,97,230,0.422,452,524,0.863,77,405,482,205,96,53,225,134,1871,Kevin Durant
201142,2009-10,0,1610612760,OKC,21.0,82,82,3239,794,1668,0.476,128,351,0.365,756,840,0.9,105,518,623,231,112,84,271,171,2472,Kevin Durant
201142,2010-11,0,1610612760,OKC,22.0,78,78,3038,711,1538,0.462,145,414,0.35,594,675,0.88,57,476,533,214,88,76,218,159,2161,Kevin Durant
201142,2011-12,0,1610612760,OKC,23.0,66,66,2546,643,1297,0.496,133,344,0.387,431,501,0.86,40,487,527,231,88,77,248,133,1850,Kevin Durant
201142,2012-13,0,1610612760,OKC,24.0,81,81,3119,731,1433,0.51,139,334,0.416,679,750,0.905,46,594,640,374,116,105,280,143,2280,Kevin Durant
201142,2013-14,0,1610612760,OKC,25.0,81,81,3122,849,1688,0.503,192,491,0.391,703,805,0.873,58,540,598,445,103,59,285,174,2593,Kevin Durant
201142,2014-15,0,1610612760,OKC,26.0,27,27,913,238,467,0.51,64,159,0.403,146,171,0.854,16,162,178,110,24,25,74,40,686,Kevin Durant
201142,2015-16,0,1610612760,OKC,27.0,72,72,2578,698,1381,0.505,186,481,0.387,447,498,0.898,45,544,589,361,69,85,250,137,2029,Kevin Durant
201142,2016-17,0,1610612744,GSW,28.0,62,62,2070,551,1026,0.537,117,312,0.375,336,384,0.875,39,474,513,300,66,99,138,117,1555,Kevin Durant
201142,2017-18,0,1610612744,GSW,29.0,68,68,2325,630,1222,0.516,173,413,0.419,359,404,0.889,31,433,464,366,50,119,207,133,1792,Kevin Durant
201142,2018-19,0,1610612744,GSW,30.0,78,78,2702,721,1383,0.521,137,388,0.353,448,506,0.885,33,464,497,457,58,84,225,155,2027,Kevin Durant
201142,2020-21,0,1610612751,BKN,32.0,35,32,1157,324,603,0.537,85,189,0.45,210,238,0.882,13,234,247,195,25,45,120,70,943,Kevin Durant
201142,2021-22,0,1610612751,BKN,33.0,55,55,2047,578,1115,0.518,115,300,0.383,372,409,0.91,29,378,407,351,48,52,191,113,1643,Kevin Durant
201142,2022-23,0,1610612751,BKN,34.0,39,39,1403,410,734,0.559,71,189,0.376,267,286,0.934,14,248,262,207,32,57,136,92,1158,Kevin Durant
201142,2022-23,0,1610612756,PHX,34.0,8,8,269,73,128,0.57,22,41,0.537,40,48,0.833,3,48,51,28,2,10,20,7,208,Kevin Durant
201142,2022-23,0,0,TOT,34.0,47,47,1672,483,862,0.56,93,230,0.404,307,334,0.919,17,296,313,235,34,67,156,99,1366,Kevin Durant
201142,2023-24,0,1610612756,PHX,35.0,75,75,2791,751,1436,0.523,168,407,0.413,362,423,0.856,41,454,495,378,69,91,244,133,2032,Kevin Durant
201142,2024-25,0,1610612756,PHX,36.0,62,62,2265,592,1124,0.527,160,372,0.43,303,361,0.839,23,351,374,263,50,77,190,104,1647,Kevin Durant
201142,2025-26,0,1610612745,HOU,37.0,53,53,1943,483,953,0.507,126,308,0.409,282,320,0.881,28,258,286,241,44,48,170,107,1374,Kevin Durant
201935,2009-10,0,1610612760,OKC,20.0,76,0,1738,233,578,0.403,93,248,0.375,194,240,0.808,47,197,244,137,80,20,106,200,753,James Harden
201935,2010-11,0,1610612760,OKC,21.0,82,5,2189,298,684,0.436,113,324,0.349,289,343,0.843,42,213,255,176,92,24,106,207,998,James Harden
201935,2011-12,0,1610612760,OKC,22.0,62,2,1946,309,629,0.491,114,292,0.39,312,369,0.846,30,222,252,229,62,15,137,150,1044,James Harden
201935,2012-13,0,1610612745,HOU,23.0,78,78,2985,585,1337,0.438,179,486,0.368,674,792,0.851,62,317,379,455,142,38,295,178,2023,James Harden
201935,2013-14,0,1610612745,HOU,24.0,73,73,2777,549,1205,0.456,177,483,0.366,576,665,0.866,61,283,344,446,115,29,265,177,1851,James Harden
201935,2014-15,0,1610612745,HOU,25.0,81,81,2981,647,1470,0.44,208,555,0.375,715,824,0.868,75,384,459,565,154,60,321,208,2217,James Harden
201935,2015-16,0,1610612745,HOU,26.0,82,82,3125,710,1617,0.439,236,657,0.359,720,837,0.86,63,438,501,612,139,51,374,229,2376,James Harden
201935,2016-17,0,1610612745,HOU,27.0,81,81,2947,674,1533,0.44,262,756,0.347,746,881,0.847,95,564,659,907,121,38,464,215,2356,James Harden
201935,2017-18,0,1610612745,HOU,28.0,72,72,2551,651,1449,0.449,265,722,0.367,624,727,0.858,41,348,389,630,126,50,315,169,2191,James Harden
201935,2018-19,0,1610612745,HOU,29.0,78,78,2867,843,1909,0.442,378,1028,0.368,754,858,0.879,66,452,518,586,158,58,387,244,2818,James Harden
201935,2019-20,0,1610612745,HOU,30.0,68,68,2483,672,1514,0.444,299,843,0.355,692,800,0.865,70,376,446,512,125,60,308,227,2335,James Harden
201935,2020-21,0,1610612745,HOU,31.0,8,8,290,60,135,0.444,25,72,0.347,53,60,0.883,5,36,41,83,7,6,34,14,198,James Harden
201935,2020-21,0,1610612751,BKN,31.0,36,35,1319,282,599,0.471,96,262,0.366,225,263,0.856,30,277,307,392,46,27,143,85,885,James Harden
201935,2020-21,0,0,TOT,31.0,44,43,1609,342,734,0.466,121,334,0.362,278,323,0.861,35,313,348,475,53,33,177,99,1083,James Harden
201935,2021-22,0,1610612751,BKN,32.0,44,44,1627,292,706,0.414,102,307,0.332,304,350,0.869,42,309,351,447,56,31,212,105,990,James Harden
201935,2021-22,0,1610612755,PHI,32.0,21,21,792,115,286,0.402,46,141,0.326,166,186,0.892,13,136,149,220,26,5,72,48,442,James Harden
201935,2021-22,0,0,TOT,32.0,65,65,2420,407,992,0.41,148,448,0.33,470,536,0.877,55,445,500,667,82,36,284,153,1432,James Harden
201935,2022-23,0,1610612755,PHI,33.0,58,58,2135,371,842,0.441,161,418,0.385,313,361,0.867,40,314,354,618,71,31,195,112,1216,James Harden
201935,2023-24,0,1610612746,LAC,34.0,72,72,2470,352,822,0.428,186,488,0.381,302,344,0.878,34,335,369,614,77,57,185,127,1192,James Harden
201935,2024-25,0,1610612746,LAC,35.0,79,79,2789,531,1295,0.41,235,668,0.352,505,578,0.874,55,401,456,687,118,55,341,162,1802,James Harden
201935,2025-26,0,1610612746,LAC,36.0,44,44,1559,323,771,0.419,135,389,0.347,337,374,0.901,27,185,212,358,57,16,162,83,1118,James Harden
201935,2025-26,0,1610612739,CLE,36.0,6,6,193,35,69,0.507,16,34,0.471,26,30,0.867,5,25,30,52,6,5,20,17,112,James Harden
201935,2025-26,0,0,TOT,36.0,50,50,1752,358,840,0.426,151,423,0.357,363,404,0.899,32,210,242,410,63,21,182,100,1230,James Harden
1629029,2018-19,0,1610612742,DAL,20.0,72,72,2318,506,1186,0.427,168,514,0.327,346,485,0.713,86,477,563,429,77,25,247,137,1526,Luka Dončić
1629029,2019-20,0,1610612742,DAL,21.0,61,61,2047,581,1255,0.463,171,541,0.316,426,562,0.758,78,495,573,538,62,14,260,153,1759,Luka Dončić
1629029,2020-21,0,1610612742,DAL,22.0,66,66,2262,647,1351,0.479,192,548,0.35,344,471,0.73,54,473,527,567,64,36,281,152,1830,Luka Dončić
1629029,2021-22,0,1610612742,DAL,23.0,65,65,2301,641,1403,0.457,201,569,0.353,364,489,0.744,56,537,593,568,75,36,292,145,1847,Luka Dončić
1629029,2022-23,0,1610612742,DAL,24.0,66,66,2391,719,1449,0.496,185,541,0.342,515,694,0.742,54,515,569,529,90,33,236,166,2138,Luka Dončić
1629029,2023-24,0,1610612742,DAL,25.0,70,70,2624,804,1652,0.487,284,744,0.382,478,608,0.786,59,588,647,686,99,38,282,149,2370,Luka Dončić
1629029,2024-25,0,1610612742,DAL,26.0,22,22,785,216,466,0.464,75,212,0.354,112,146,0.767,16,167,183,172,44,9,75,58,619,Luka Dončić
1629029,2024-25,0,1610612747,LAL,26.0,28,28,984,245,559,0.438,102,269,0.379,197,249,0.791,24,202,226,211,45,12,104,68,789,Luka Dončić
1629029,2024-25,0,0,TOT,26.0,50,50,1769,461,1025,0.45,177,481,0.368,309,395,0.782,40,369,409,383,89,21,179,126,1408,Luka Dončić
1629029,2025-26,0,1610612747,LAL,26.0,44,44,1563,457,970,0.471,161,453,0.355,367,473,0.776,33,307,340,374,64,21,183,109,1442,Luka Dončić
